filename,replica,provider,model_requested,model_snapshot,timestamp_utc,latency_s,pred_time,pred_space,justification,error
EditDistance.java,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:01:58Z,5.983,O(n^2),O(n^2),"El algoritmo calcula la distancia de edición mediante programación dinámica sobre una tabla de tamaño (n+1) x (m+1), donde n y m son las longitudes de las cadenas. Los bucles principales recorren todas las celdas de la tabla y cada celda se calcula en tiempo constante. Por tanto, el tiempo es O(n·m), que se clasifica como O(n^2) tomando n como el tamaño máximo de las entradas.",
EditDistance.java,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:02:05Z,6.266,O(n^2),O(n^2),"El algoritmo calcula la distancia de edición mediante programación dinámica llenando una tabla de tamaño (n+1) x (m+1). Los bucles principales recorren todas las combinaciones de posiciones de ambas cadenas, realizando trabajo constante en cada celda. Tomando n como el tamaño máximo de las cadenas, el peor caso es O(n · m), que se clasifica como O(n^2).",
FastPower.java,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:02:12Z,5.459,O(log n),O(1),"El parámetro n es el valor del exponente. En cada iteración del bucle while, exponent se divide entre 2 mediante exponent >>= 1, por lo que el número de iteraciones es proporcional a log n. Las operaciones dentro del bucle son constantes.",
FastPower.java,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:02:18Z,5.751,O(log n),O(1),"n es el valor del exponente. En cada iteración del bucle while, exponent se divide entre 2 mediante desplazamiento a la derecha, por lo que el número de iteraciones es proporcional a log n. Cada iteración realiza un número constante de operaciones.",
FastPower.java,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:02:25Z,4.529,O(log n),O(1),"n corresponde al valor del exponente. El bucle `while` divide el exponente entre 2 en cada iteración mediante `exponent >>= 1`, por lo que ejecuta aproximadamente log₂(n) iteraciones. Cada iteración realiza un número constante de operaciones.",
FibonacciIterative.java,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:02:31Z,5.186,O(n),O(1),"El parámetro n es el valor de entrada. Para n > 1, el bucle `for` se ejecuta desde i = 2 hasta i = n, realizando un número lineal de iteraciones, y cada iteración ejecuta operaciones constantes. Por tanto, el tiempo crece linealmente con n.",
FibonacciIterative.java,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:02:37Z,4.794,O(n),O(1),"El método ejecuta un bucle desde i = 2 hasta i = n, realizando un número constante de operaciones en cada iteración. En el peor caso, el número de iteraciones crece linealmente con n.",
FibonacciIterative.java,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:02:42Z,4.394,O(n),O(1),"El parámetro n es el valor de entrada. Para n > 1, el bucle for se ejecuta desde i = 2 hasta i = n, realizando n - 1 iteraciones. Cada iteración realiza un número constante de operaciones aritméticas y asignaciones, por lo que el tiempo crece linealmente con n.",
FibonacciNaiveRecursive.java,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:02:48Z,10.18,O(2^n),O(n),"La función realiza dos llamadas recursivas para cada n > 1: fib(n - 1) y fib(n - 2). La recurrencia es T(n) = T(n - 1) + T(n - 2) + O(1), lo que produce un crecimiento exponencial. Sin memoización, se recalculan muchos subproblemas, por lo que dentro de las clases permitidas corresponde a O(2^n).",
FibonacciNaiveRecursive.java,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:02:59Z,7.191,O(2^n),O(n),"La función realiza dos llamadas recursivas para cada n > 1: fib(n - 1) y fib(n - 2). La recurrencia es T(n) = T(n - 1) + T(n - 2) + O(1), lo que produce un crecimiento exponencial en el número de llamadas recursivas.",
FibonacciNaiveRecursive.java,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:03:07Z,5.64,O(2^n),O(n),"La función realiza dos llamadas recursivas para cada valor n > 1: fib(n - 1) y fib(n - 2). La recurrencia es T(n) = T(n - 1) + T(n - 2) + O(1), lo que produce un crecimiento exponencial en el número de llamadas recursivas.",
FindMax.java,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:03:14Z,3.263,O(n),O(1),"El método recorre el arreglo una sola vez desde el índice 1 hasta data.length - 1, realizando una comparación por elemento. Para n elementos, el número de operaciones crece linealmente.",
FindMax.java,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:03:18Z,5.905,O(n),O(1),"n es la longitud del arreglo data. El método recorre el arreglo una sola vez desde i = 1 hasta i < data.length, realizando una comparación por iteración. En el peor caso ejecuta n - 1 iteraciones, por lo que el tiempo crece linealmente.",
FindMax.java,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:03:25Z,4.503,O(n),O(1),"n es la longitud del arreglo data. El método recorre el arreglo una sola vez desde el índice 1 hasta data.length - 1, realizando una comparación en cada iteración. En el peor caso ejecuta n - 1 iteraciones, por lo que el tiempo crece linealmente.",
FloydWarshall.java,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:03:31Z,5.483,O(n^3),O(1),"El algoritmo Floyd-Warshall ejecuta tres bucles anidados, cada uno con n iteraciones. La operación dominante dentro del bucle interno es constante, por lo que el total es n · n · n = O(n^3).",
FloydWarshall.java,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:03:37Z,4.73,O(n^3),O(1),"El algoritmo ejecuta tres bucles anidados, cada uno con n iteraciones. La operación dominante dentro del bucle interno es constante, por lo que el total es n · n · n = O(n^3).",
FloydWarshall.java,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:03:43Z,4.387,O(n^3),O(1),"El algoritmo implementa Floyd-Warshall con tres bucles anidados sobre k, i y j, cada uno ejecutándose n veces. En cada iteración se realizan operaciones constantes de comparación y posible asignación, por lo que el total es n · n · n = O(n^3).",
GenerateAllSubsets.java,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:03:48Z,12.647,O(2^n),O(n),"El método genera todos los subconjuntos posibles del arreglo. Para cada posición realiza dos llamadas recursivas: excluir o incluir el elemento actual. La recurrencia es T(n) = 2T(n-1) + O(1), que se resuelve como O(2^n). Hay 2^n subconjuntos generados en el peor caso.",
GenerateAllSubsets.java,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:04:02Z,9.351,O(2^n),O(n),"El método genera todos los subconjuntos posibles del arreglo. Para cada posición se hacen dos llamadas recursivas: una excluyendo el elemento y otra incluyéndolo. La recurrencia es T(n) = 2T(n-1) + O(1), lo que produce 2^n hojas y, por tanto, crecimiento exponencial.",
GenerateAllSubsets.java,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:04:12Z,13.992,O(2^n),O(n),"Sea n = data.length. En cada posición se realizan dos llamadas recursivas: una excluyendo el elemento y otra incluyéndolo. La recurrencia es T(n) = 2T(n-1) + O(1), por lo que se generan 2^n subconjuntos en el peor caso.",
HasDuplicatesNaive.java,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:04:27Z,4.711,O(n^2),O(1),"Sea n = data.length. En el peor caso no hay duplicados, o el duplicado se encuentra al final, por lo que se comparan todos los pares posibles de elementos. El bucle externo ejecuta n iteraciones y el interno ejecuta aproximadamente n - i - 1 iteraciones, dando un total de n(n-1)/2 comparaciones, que pertenece a O(n^2).",
HasDuplicatesNaive.java,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:04:33Z,4.899,O(n^2),O(1),"En el peor caso no hay duplicados, o el duplicado aparece al final, por lo que se comparan todos los pares posibles de elementos. El bucle externo recorre n posiciones y el interno realiza un número decreciente de iteraciones, sumando n(n-1)/2 comparaciones, lo que es O(n^2).",
HasDuplicatesNaive.java,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:04:39Z,5.389,O(n^2),O(1),"En el peor caso no hay duplicados, por lo que se comparan todos los pares posibles de elementos. El bucle externo ejecuta n iteraciones y el interno realiza aproximadamente n(n-1)/2 comparaciones en total, lo que domina como O(n^2).",
HeapExtractAll.java,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:04:45Z,6.651,O(n log n),O(n),"Sea n = heap.length. La primera fase construye/reordena el heap aplicando siftDown desde los nodos internos, lo cual cuesta O(n) en total. La segunda fase extrae n elementos; en cada extracción se llama a siftDown desde la raíz, que en el peor caso desciende la altura del heap, O(log n). Por tanto, la fase dominante cuesta O(n log n), y el total es O(n + n log n) = O(n log n).",
HeapExtractAll.java,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:04:53Z,9.43,O(n log n),O(n),"Sea n = heap.length. La primera fase construye/repara el heap aplicando siftDown desde los nodos internos, con coste total O(n). La segunda fase extrae n elementos; en cada extracción se llama a siftDown desde la raíz, cuyo peor caso recorre la altura del heap, O(log n). Por tanto, la fase dominante cuesta O(n log n).",
HeapExtractAll.java,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:05:03Z,5.788,O(n log n),O(n),"Sea n = heap.length. La construcción inicial del heap mediante llamadas a siftDown cuesta O(n) en peor caso. Luego se extraen n elementos, y cada extracción puede ejecutar siftDown desde la raíz con altura O(log n). Por tanto, la parte dominante es O(n log n).",
HeapSort.java,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:05:10Z,6.056,O(n log n),O(log n),"El algoritmo implementa HeapSort. La construcción inicial del heap realiza llamadas a `heapify` sobre aproximadamente n/2 nodos y cuesta O(n) en total. Luego, el segundo bucle ejecuta n - 1 extracciones, y cada una llama a `heapify`, que en el peor caso desciende por la altura del heap, O(log n). Por tanto, domina O(n log n).",
HeapSort.java,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:05:17Z,6.18,O(n log n),O(log n),"El algoritmo implementa HeapSort. La construcción inicial del heap mediante llamadas a `heapify` cuesta O(n) en total. Luego, el segundo bucle ejecuta aproximadamente n extracciones, y cada una llama a `heapify`, que en el peor caso desciende por la altura del heap, O(log n). Por tanto, domina O(n log n).",
HeapSort.java,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:05:24Z,5.157,O(n log n),O(log n),"El algoritmo es HeapSort. La construcción inicial del heap ejecuta heapify sobre varios nodos y cuesta O(n). Luego se realizan n - 1 extracciones, y cada una llama a heapify, cuyo peor caso recorre la altura del heap, O(log n). Por tanto, domina O(n log n).",
InsertionSort.java,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:05:30Z,4.655,O(n^2),O(1),"En el peor caso, el arreglo está ordenado en forma descendente. Para cada posición i, el bucle while puede desplazar hasta i elementos. La suma total de iteraciones es 1 + 2 + ... + (n - 1), lo que da un crecimiento cuadrático.",
InsertionSort.java,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:05:36Z,5.243,O(n^2),O(1),"En el peor caso, el arreglo está ordenado en orden inverso. Para cada posición i, el bucle while puede desplazar hasta i elementos. La suma total de desplazamientos es 1 + 2 + ... + (n - 1), lo que da un crecimiento cuadrático.",
InsertionSort.java,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:05:42Z,4.355,O(n^2),O(1),"El algoritmo es Insertion Sort sobre un arreglo de tamaño n. En el peor caso, el arreglo está ordenado de forma inversa, por lo que para cada i el bucle while puede recorrer hasta i posiciones. La suma total de desplazamientos es 1 + 2 + ... + (n - 1), lo que da O(n^2).",
IsPalindrome.java,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:05:48Z,4.948,O(n),O(1),"n es la longitud de la cadena text. En el peor caso, la cadena es palíndroma o la diferencia aparece al final, por lo que el bucle while compara pares de caracteres hasta recorrer aproximadamente n/2 posiciones. Cada comparación y actualización de índices es O(1), por lo que el tiempo total crece linealmente: O(n).",
IsPalindrome.java,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:05:54Z,5.218,O(n),O(1),"n es la longitud de la cadena `text`. En el peor caso, la cadena es palíndroma o la diferencia está cerca del centro, por lo que el bucle `while` realiza aproximadamente n/2 comparaciones. Esto crece linealmente con n.",
IsPalindrome.java,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:06:00Z,5.012,O(n),O(1),"En el peor caso, la cadena es palíndroma o solo se detecta una diferencia al final, por lo que el bucle compara caracteres desde ambos extremos hasta llegar al centro. Esto realiza aproximadamente n/2 iteraciones, cada una con operaciones constantes, por lo que la",
LinearSearch.java,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:06:06Z,4.608,O(n),O(1),"En el peor caso, el elemento buscado no está en el arreglo o está en la última posición, por lo que el bucle recorre los n elementos de `data` una vez.",
LinearSearch.java,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:06:12Z,4.026,O(n),O(1),"Sea n = data.length. En el peor caso, el target no está en el arreglo o está en la última posición, por lo que el bucle recorre los n elementos realizando una comparación por elemento.",
LinearSearch.java,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:06:17Z,3.539,O(n),O(1),"En el peor caso, el elemento buscado no está en el arreglo o está en la última posición, por lo que el bucle recorre los n elementos de data una vez.",
QuickSortLastPivot.java,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:06:21Z,5.54,O(n^2),O(n),"El algoritmo es QuickSort usando como pivote el último elemento. En el peor caso, el pivote queda siempre como el menor o mayor elemento, generando particiones de tamaños 0 y n-1. Cada llamada realiza una partición lineal O(n), por lo que la recurrencia es T(n) = T(n-1) + O(n), que se resuelve como O(n^2).",
QuickSortLastPivot.java,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:06:28Z,5.715,O(n^2),O(n),"El algoritmo es QuickSort usando como pivote el último elemento. En el peor caso, el pivote queda siempre como el menor o mayor elemento, generando particiones de tamaños 0 y n-1. Cada llamada a partition recorre linealmente el subarreglo, por lo que la recurrencia es T(n) = T(n-1) + O(n), que se resuelve como O(n^2).",
QuickSortLastPivot.java,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:06:34Z,5.781,O(n^2),O(n),"El algoritmo es QuickSort usando como pivote el último elemento. La función partition recorre el subarreglo una vez, por lo que cuesta O(n). En el peor caso, el pivote queda siempre en un extremo, generando particiones de tamaños 0 y n-1. La recurrencia es T(n) = T(n-1) + O(n), que se resuelve como O(n^2).",
SumFormula.java,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:06:41Z,3.856,O(1),O(1),"El método realiza un número fijo de operaciones aritméticas y una conversión de tipo, independientemente del valor de n. No hay bucles ni recursión.",
SumFormula.java,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:06:46Z,3.261,O(1),O(1),"El método realiza un número fijo de operaciones aritméticas y una conversión de tipo, independientemente del valor de n. No hay bucles ni recursión.",
SumFormula.java,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:06:50Z,4.279,O(1),O(1),"El método realiza un número constante de operaciones aritméticas y una conversión de tipo, sin bucles ni recursión. El tiempo no depende del valor de n.",
SwapValues.java,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:06:56Z,3.673,O(1),O(1),"El método realiza un número constante de operaciones: una lectura, asignaciones y escrituras en posiciones específicas del arreglo. No hay bucles ni recursión, por lo que el tiempo no depende de n.",
SwapValues.java,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:07:00Z,3.972,O(1),O(1),"El método realiza un número fijo de operaciones: una lectura, dos asignaciones en el arreglo y una asignación temporal. No hay bucles ni recursión, por lo que el tiempo no depende del tamaño del arreglo.",
SwapValues.java,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:07:05Z,3.39,O(1),O(1),"El método realiza un número constante de operaciones: una asignación a variable temporal y dos asignaciones en el arreglo. No hay bucles ni recursión, y el tiempo no depende del tamaño del arreglo.",
ArrayMiddle.cs,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:07:10Z,3.726,O(1),O(1),"El método realiza un número constante de operaciones: obtiene la longitud del arreglo, calcula el índice medio y accede directamente a esa posición. No hay bucles ni recursión, por lo que el tiempo no depende de n.",
ArrayMiddle.cs,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:07:14Z,4.001,O(1),O(1),"El método realiza un número constante de operaciones: obtiene la longitud del arreglo, calcula el índice medio y accede directamente a esa posición. No hay bucles ni recursión.",
ArrayMiddle.cs,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:07:19Z,4.367,O(1),O(1),"El método realiza un número constante de operaciones: obtiene la longitud del arreglo, calcula `data.Length / 2` y accede directamente a una posición del arreglo. No hay bucles ni recursión, por lo que el tiempo no depende de n.",
ArraySum.cs,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:07:25Z,4.349,O(n),O(1),"n es la cantidad de elementos del arreglo data. El foreach recorre todos los elementos exactamente una vez y realiza una suma constante por elemento, por lo que el tiempo crece linealmente.",
ArraySum.cs,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:07:30Z,4.408,O(n),O(1),"El método recorre todos los elementos del arreglo `data` exactamente una vez mediante el `foreach`, realizando una suma por cada elemento. Si `n` es la longitud del arreglo, el número de operaciones crece linealmente con `n`.",
ArraySum.cs,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:07:35Z,4.02,O(n),O(1),"El método recorre todos los elementos del arreglo `data` exactamente una vez mediante el `foreach`. Si `n` es la cantidad de elementos del arreglo, realiza una suma por cada elemento, por lo que el tiempo crece linealmente.",
BfsAdjacencyMatrix.cs,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:07:40Z,5.081,O(n^2),O(n),"En el peor caso, BFS puede visitar los n vértices. Por cada vértice extraído de la cola se recorre toda la fila de la matriz de adyacencia mediante el bucle `for (int j = 0; j < n; j++)`, realizando n comprobaciones. Por tanto, se ejecutan hasta n * n operaciones dominantes.",
BfsAdjacencyMatrix.cs,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:07:47Z,4.917,O(n^2),O(n),"En el peor caso, el BFS visita los n vértices. Por cada vértice extraído de la cola, el algoritmo recorre toda la fila de la matriz de adyacencia con un bucle de n iteraciones. Por tanto, se realizan hasta n * n comprobaciones sobre la matriz, dando O(n^2).",
BfsAdjacencyMatrix.cs,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:07:52Z,5.356,O(n^2),O(n),"En el peor caso, el BFS visita hasta n vértices. Por cada vértice extraído de la cola, el bucle `for` recorre las n posibles conexiones en la matriz de adyacencia. Por tanto, se realizan hasta n * n comprobaciones sobre `graph[current, j]`, dando O(n^2).",
BinarySearchRecursive.cs,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:07:59Z,4.662,O(log n),O(log n),"En cada llamada recursiva se descarta aproximadamente la mitad del intervalo de búsqueda. La recurrencia es T(n) = T(n/2) + O(1), que se resuelve como O(log n).",
BinarySearchRecursive.cs,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:08:04Z,4.082,O(log n),O(log n),"En cada llamada recursiva se reduce el intervalo de búsqueda aproximadamente a la mitad. La recurrencia es T(n) = T(n/2) + O(1), que se resuelve como O(log n).",
BinarySearchRecursive.cs,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:08:10Z,5.92,O(log n),O(log n),"En cada llamada recursiva se descarta aproximadamente la mitad del intervalo de búsqueda. En el peor caso, el elemento no está presente o se encuentra tras reducir el intervalo hasta tamaño 0, por lo que la recurrencia es T(n) = T(n/2) + O(1), que se resuelve como O(log n).",
BubbleSort.cs,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:08:16Z,4.64,O(n^2),O(1),"El tamaño de entrada es n = data.Length. El algoritmo implementa Bubble Sort con dos bucles anidados: el bucle externo ejecuta aproximadamente n iteraciones y el interno ejecuta n - 1 - i iteraciones. El total de comparaciones es (n-1) + (n-2) + ... + 1 = n(n-1)/2, por lo que en el peor caso el tiempo crece cuadráticamente.",
BubbleSort.cs,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:08:22Z,4.0,O(n^2),O(1),"Sea n = data.Length. El algoritmo implementa Bubble Sort con dos bucles anidados: el bucle externo ejecuta n - 1 iteraciones y el interno ejecuta n - 1 - i iteraciones. En total se realizan aproximadamente (n - 1) + (n - 2) + ... + 1 = n(n - 1)/2 comparaciones, lo que en el peor caso pertenece a O(n^2).",
BubbleSort.cs,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:08:27Z,5.244,O(n^2),O(1),"El parámetro n es data.Length. El algoritmo implementa Bubble Sort con dos bucles anidados: el bucle externo ejecuta n - 1 iteraciones y el interno ejecuta n - 1 - i iteraciones. El total de comparaciones es (n - 1) + (n - 2) + ... + 1 = n(n - 1)/2, lo que pertenece a O(n^2). En el peor caso, además, se realizan intercambios en muchas comparaciones, pero esto no cambia la clase dominante.",
CountInversions.cs,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:08:33Z,7.563,O(n log n),O(n),"El algoritmo divide el arreglo en dos mitades recursivamente y luego realiza una mezcla lineal sobre el subarreglo actual. La recurrencia es T(n) = 2T(n/2) + O(n), que se resuelve como O(n log n).",
CountInversions.cs,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:08:42Z,7.005,O(n log n),O(n),"El algoritmo divide el arreglo recursivamente en dos mitades y luego combina cada subarreglo mediante un proceso lineal. La recurrencia es T(n) = 2T(n/2) + O(n), que se resuelve como O(n log n).",
CountInversions.cs,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:08:50Z,9.819,O(n log n),O(n),"El algoritmo es una variante de Merge Sort para contar inversiones. Divide el arreglo en dos mitades recursivamente y luego fusiona ambas partes en tiempo lineal respecto al tamaño del subarreglo. La recurrencia es T(n) = 2T(n/2) + O(n), que se resuelve como O(n log n).",
