filename,replica,provider,model_requested,model_snapshot,timestamp_utc,latency_s,pred_time,pred_space,justification,error
ScanAllElements.java,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:18:58Z,10.059,O(log n),O(1),"Sea n = data.length. El bucle comienza con i = 1 y en cada iteración duplica su valor (i *= 2), por lo que recorre los índices 1, 2, 4, 8, ... hasta alcanzar o superar n. El número de iteraciones es proporcional a log₂(n). Cada iteración realiza operaciones constantes.",
ScanAllElements.java,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:19:10Z,4.955,O(log n),O(1),"El parámetro n es data.length. El bucle no recorre todos los índices: comienza en i = 1 y en cada iteración duplica i mediante i *= 2, por lo que visita posiciones 1, 2, 4, 8, ..., menores que n. Esto produce aproximadamente log₂(n) iteraciones en el peor caso.",
ConstantInnerLoop.cs,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:19:15Z,3.783,O(n),O(1),"n es data.Length. El bucle externo se ejecuta n veces y el bucle interno se ejecuta siempre 100 veces, una cantidad constante independiente de n. Por tanto, el número total de operaciones es proporcional a 100n, que se simplifica a O(n).",
ConstantInnerLoop.cs,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:19:20Z,4.18,O(n),O(1),"n es data.Length. El bucle externo ejecuta n iteraciones y el bucle interno ejecuta siempre 100 iteraciones constantes por cada elemento. Por tanto, el número total de operaciones es 100n, que se simplifica a O(n).",
ConstantInnerLoop.cs,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:19:25Z,4.022,O(n),O(1),"El parámetro n es data.Length. El bucle externo ejecuta n iteraciones y, por cada una, el bucle interno ejecuta exactamente 100 iteraciones, que es una constante. Por tanto, el total de operaciones dominantes es 100n, lo que se simplifica a O(n).",
QuadraticAudit.cs,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:19:30Z,7.133,O(n),O(1),"n es data.Length. El primer bucle recorre el arreglo una vez en el peor caso, cuando no hay elementos negativos, realizando trabajo constante por iteración. La condición found < 0 nunca se cumple porque found inicia en 0 y solo se incrementa, por lo que los tres bucles anidados son código inalcanzable. Por tanto, el peor caso real es lineal.",
QuadraticAudit.cs,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:19:39Z,6.645,O(n),O(1),"n es data.Length. En el peor caso no hay elementos negativos, por lo que el primer bucle recorre todo el arreglo una vez, realizando O(n) operaciones. La condición found < 0 nunca se cumple porque found inicia en 0 y solo se incrementa, así que los tres bucles anidados son inalcanzables. Por tanto, el peor caso real es O(n).",
QuadraticAudit.cs,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:19:46Z,8.401,O(n),O(1),"n = data.Length. El primer bucle recorre el arreglo una vez como máximo, realizando O(n) operaciones. El bloque con tres bucles anidados no se ejecuta porque found inicia en 0 y solo se incrementa, por lo que found < 0 nunca es verdadero. En el peor caso se inspeccionan todos los elementos.",
SequentialPasses.cs,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:19:56Z,4.879,O(n),O(1),"Sea n = data.Length. El método realiza tres recorridos secuenciales completos del arreglo: uno para sumar, otro para encontrar el máximo y otro para contar positivos. Cada bucle ejecuta n iteraciones, por lo que el total es n + n + n = 3n, que se simplifica a O(n).",
SequentialPasses.cs,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:20:02Z,3.795,O(n),O(1),"El parámetro n es data.Length. El código realiza tres recorridos secuenciales completos del arreglo: uno para sumar, uno para encontrar el máximo y uno para contar positivos. Cada bucle ejecuta n iteraciones, por lo que el total es 3n operaciones dominantes, que se simplifica a O(n).",
SequentialPasses.cs,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:20:06Z,4.8,O(n),O(1),"Sea n = data.Length. El método realiza tres recorridos secuenciales del arreglo: uno para sumar, otro para encontrar el máximo y otro para contar positivos. Cada recorrido ejecuta n iteraciones, por lo que el total es 3n operaciones dominantes, que se simplifica a O(n).",
TripleNestedBounded.cs,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:20:12Z,5.143,O(n^2),O(1),"Hay dos bucles anidados que recorren n valores cada uno: i y j. El tercer bucle ejecuta siempre 3 iteraciones, que es una constante. Por tanto, el número total de operaciones dominantes es n * n * 3 = 3n^2, lo que se simplifica a O(n^2).",
TripleNestedBounded.cs,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:20:18Z,4.193,O(n^2),O(1),"Hay dos bucles anidados que iteran n veces cada uno, y un tercer bucle interno que siempre ejecuta 3 iteraciones constantes. Por tanto, el número de operaciones dominantes es 3·n·n = 3n^2, que se simplifica a O(n^2).",
TripleNestedBounded.cs,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:20:23Z,4.084,O(n^2),O(1),"Los bucles sobre i y j ejecutan n iteraciones cada uno, y el bucle sobre k ejecuta siempre 3 iteraciones constantes. Por tanto, la operación dominante se ejecuta 3·n·n = 3n^2 veces, lo que se simplifica a O(n^2).",
